고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋,고객등급
K103350,여,29,23-May-98,29.1,1,선불,CAT 100,유지,ASAD170,1
K103360,남,45,12-Feb-97,44.6,0,선불,CAT 100,이탈,ASAD90,3
K103370,남,34,15-Dec-96,46.566667,4,선불,CAT 100,유지,S50,2
K103380,남,59,03-Oct-97,36.833333,0,선불,CAT 100,이탈,ASAD90,3
K103390,남,42,12-Aug-96,50.733333,0,선불,CAT 100,유지,S50,3
K103400,여,52,01-Nov-98,23.7,4,선불,CAT 100,유지,S80,2
K103410,여,46,05-Jan-99,21.533333,1,선불,CAT 100,유지,S80,2
K103420,여,35,31-Jan-99,20.666667,8,선불,CAT 100,유지,S80,2
K103430,남,28,18-Mar-96,55.633333,2,선불,CAT 100,유지,ASAD170,2
K103440,여,26,06-Dec-98,22.533333,2,선불,CAT 100,유지,S80,2
K103450,여,32,17-Dec-99,10,0,선불,CAT 100,이탈,ASAD90,4
K103460,남,40,08-Sep-98,25.5,2,선불,CAT 100,유지,S50,2
K103470,남,39,03-Dec-97,34.8,1,선불,CAT 100,유지,ASAD170,5
K103480,남,29,01-Dec-98,22.7,5,선불,CAT 100,유지,S50,4
K103490,여,42,06-Oct-97,36.733333,2,선불,CAT 100,이탈,ASAD90,3
K103500,남,41,23-Oct-99,11.833333,10,선불,CAT 100,유지,S80,
K103510,남,30,04-Sep-98,25.633333,0,선불,CAT 100,유지,ASAD170,3
K103520,남,27,07-Feb-99,20.433333,0,선불,CAT 100,유지,ASAD170,5
K103530,여,41,13-Dec-98,22.3,0,선불,CAT 100,이탈,ASAD90,1
K103540,여,40,05-Apr-97,42.866667,11,선불,CAT 100,유지,S50,4
K103550,여,26,10-Dec-98,22.4,11,선불,CAT 100,유지,S50,5
K103560,남,28,13-Dec-96,46.633333,0,선불,CAT 100,이탈,ASAD90,3
K103570,남,69,23-May-99,16.933333,0,선불,CAT 100,유지,ASAD170,3
K103580,남,56,16-Mar-98,31.366667,10,선불,CAT 100,유지,S80,2
K103590,남,30,17-Apr-98,30.3,4,선불,CAT 100,유지,S50,5
K103600,남,37,17-Feb-99,20.1,0,선불,CAT 100,이탈,ASAD170,1
K103610,남,32,19-Aug-97,38.333333,1,선불,CAT 100,유지,S80,5
K103620,여,28,08-Mar-97,43.8,0,선불,CAT 100,이탈,S50,2
K103630,남,52,20-Nov-96,47.4,1,선불,CAT 100,유지,ASAD90,2
K103640,남,26,15-Oct-97,36.433333,11,선불,CAT 100,유지,S50,3
K103650,여,52,15-May-98,29.366667,8,선불,CAT 100,유지,S80,
K103660,남,27,21-Sep-96,49.4,11,선불,CAT 100,유지,ASAD170,4
K103670,여,32,13-Jul-97,39.566667,2,선불,CAT 100,이탈,S80,3
K103680,여,29,18-Jun-99,16.066667,1,선불,CAT 100,유지,S80,1
K103690,여,47,26-Jan-99,20.833333,2,선불,CAT 100,이탈,ASAD90,3
K103700,남,35,05-Sep-99,13.433333,1,선불,CAT 100,이탈,ASAD90,1
K103710,여,32,25-Mar-98,31.066667,2,선불,CAT 100,유지,ASAD170,5
K103720,여,33,21-Aug-96,50.433333,7,선불,CAT 100,유지,ASAD90,5
K103730,남,61,15-Oct-96,48.6,1,선불,CAT 100,유지,ASAD170,
K103740,남,27,21-Jul-96,51.466667,0,선불,CAT 100,유지,ASAD90,4
K103750,남,50,13-Jan-97,45.6,1,선불,CAT 100,이탈,S80,3
K103760,여,55,04-Jul-98,27.7,0,선불,CAT 100,유지,ASAD170,5
K103770,여,32,17-Feb-98,32.266667,1,선불,CAT 100,유지,S50,1
K103780,여,33,27-Dec-98,21.833333,2,선불,CAT 100,유지,S50,5
K103790,남,42,19-May-96,53.566667,1,선불,CAT 100,유지,ASAD170,1
K103800,여,43,25-Jan-98,33.033333,2,선불,CAT 100,유지,S50,
K103810,남,32,09-Mar-98,31.6,1,선불,CAT 100,이탈,ASAD90,2
K103820,여,43,20-Jun-98,28.166667,2,선불,CAT 100,이탈,ASAD90,4
K103830,여,54,20-Nov-99,10.9,2,선불,CAT 100,유지,ASAD170,1
K103840,여,39,21-Oct-96,48.4,0,선불,CAT 100,유지,ASAD170,3
K103850,남,39,23-Oct-97,36.166667,7,선불,CAT 100,유지,S80,5
K103860,남,40,23-Dec-98,21.966667,7,선불,CAT 100,유지,S50,5
K103870,여,29,15-Sep-96,49.6,9,선불,CAT 100,이탈,ASAD90,5
K103880,남,42,12-Apr-97,42.633333,0,선불,CAT 100,이탈,S50,4
K103890,여,27,27-Apr-96,54.3,9,선불,CAT 100,유지,S80,2
K103900,남,41,12-Feb-96,56.8,2,선불,CAT 100,유지,S80,4
K103910,여,28,20-May-98,29.2,1,선불,CAT 100,유지,ASAD170,3
K103920,남,31,18-Oct-96,48.5,2,선불,CAT 100,유지,S50,
K103930,남,57,05-Jan-98,33.7,2,선불,CAT 100,유지,S50,2
K103940,여,42,04-Apr-96,55.066667,10,선불,CAT 100,유지,ASAD170,1
K103950,여,31,15-Feb-96,56.7,1,선불,CAT 100,이탈,ASAD90,3
K103960,여,70,26-Jun-99,15.8,11,선불,CAT 100,유지,S80,4
K103970,여,48,17-Aug-96,50.566667,2,선불,CAT 100,유지,S80,3
K103980,남,79,28-Jan-97,45.1,11,선불,CAT 100,유지,S80,5
K103990,남,42,27-Apr-97,42.133333,3,선불,CAT 100,유지,S80,
K104000,여,33,15-Jun-97,40.5,2,선불,CAT 100,유지,S50,
K104010,여,26,15-Sep-98,25.266667,0,선불,CAT 100,유지,ASAD170,2
K104020,여,28,11-Jul-96,51.8,0,선불,CAT 100,유지,S80,
K104030,남,32,16-Jul-98,27.3,1,선불,CAT 100,유지,S50,1
K104040,여,40,03-Aug-98,26.7,2,선불,CAT 100,유지,S50,2
K104050,여,28,06-Mar-99,19.533333,0,선불,CAT 100,유지,S50,1
K104060,남,53,13-Oct-97,36.5,0,선불,CAT 100,이탈,ASAD90,2
K104070,여,32,07-Jul-97,39.766667,9,선불,CAT 100,이탈,ASAD90,1
K104080,여,29,12-Jul-99,15.266667,0,선불,CAT 100,유지,S80,3
K104090,여,27,05-Aug-98,26.633333,1,선불,CAT 100,이탈,ASAD90,2
K104100,여,26,10-Feb-98,32.5,1,선불,CAT 100,유지,ASAD170,1
K104110,여,45,09-Jan-98,33.566667,10,선불,CAT 100,유지,ASAD170,4
K104120,남,48,06-Jul-96,51.966667,0,선불,CAT 100,유지,S80,1
K104130,여,50,17-Jul-98,27.266667,0,선불,CAT 100,유지,S50,
K104140,남,28,13-Jul-99,15.233333,2,선불,CAT 100,유지,S80,3
K104150,남,46,12-Sep-99,13.2,1,선불,CAT 100,유지,ASAD170,4
K104160,남,31,23-Oct-99,11.833333,1,선불,CAT 100,유지,ASAD170,3
K104170,여,34,15-Dec-99,10.066667,1,선불,CAT 100,유지,S80,1
K104180,남,32,23-Mar-98,31.133333,0,선불,CAT 100,유지,S80,3
K104190,여,50,16-Jul-99,15.133333,0,선불,CAT 100,유지,S80,3
K104200,남,35,09-Apr-97,42.733333,11,선불,CAT 100,유지,S80,1
K104210,여,38,19-Jan-98,33.233333,2,선불,CAT 100,유지,S50,3
K104220,여,38,23-Oct-98,24,0,선불,CAT 100,유지,S80,1
K104230,여,37,07-Jun-98,28.6,1,선불,CAT 100,유지,S50,5
K104240,여,27,04-Jan-97,45.9,2,선불,CAT 100,유지,ASAD170,4
K104250,여,50,17-Jul-99,15.1,2,선불,CAT 100,이탈,ASAD90,3
K104260,여,37,04-Sep-97,37.8,1,선불,CAT 100,유지,S80,4
K104270,남,47,11-Jan-96,57.866667,2,선불,CAT 100,유지,S50,3
K104280,여,51,01-Jun-96,53.133333,2,선불,CAT 100,유지,ASAD170,4
K104290,남,43,02-Dec-98,22.666667,1,선불,CAT 100,이탈,ASAD90,5
K104300,여,27,08-Dec-99,10.3,0,선불,CAT 100,유지,S50,3
K104310,남,48,17-Oct-97,36.366667,2,선불,CAT 100,유지,S80,4
K104320,남,26,19-Oct-96,48.466667,2,선불,CAT 100,유지,ASAD170,4
K104330,남,36,22-Aug-96,50.4,0,선불,CAT 100,유지,ASAD170,3
K104340,남,33,21-Mar-97,43.366667,0,선불,CAT 100,이탈,ASAD90,
K104350,여,31,14-Apr-97,42.566667,2,선불,CAT 100,이탈,ASAD90,4
K104360,남,35,10-Jul-96,51.833333,2,선불,CAT 100,유지,ASAD170,2
K104370,남,66,13-Apr-98,30.433333,0,선불,CAT 100,유지,S80,2
K104380,여,32,31-Jul-99,14.633333,8,선불,CAT 100,유지,S80,2
K104390,여,30,11-Aug-99,14.266667,2,선불,CAT 100,유지,ASAD170,3
K104400,남,31,17-Nov-99,11,0,선불,CAT 100,이탈,ASAD90,1
K104410,남,37,18-Nov-99,10.966667,0,선불,CAT 100,유지,S50,3
K104420,여,44,14-Dec-98,22.266667,2,선불,CAT 100,유지,S80,1
K104430,남,31,26-Sep-99,12.733333,0,선불,CAT 100,유지,ASAD170,2
K104440,여,38,08-Jun-97,40.733333,0,선불,CAT 100,유지,S80,1
K104450,남,72,14-Jan-97,45.566667,1,선불,CAT 100,유지,S50,2
K104460,여,27,25-Oct-96,48.266667,2,선불,CAT 100,유지,ASAD170,
K104470,여,36,26-May-98,29,0,선불,CAT 100,유지,S80,4
K104480,남,30,17-Nov-99,11,1,선불,CAT 100,이탈,ASAD90,4
K104490,남,53,09-May-99,17.4,3,선불,CAT 100,유지,S80,1
K104500,여,35,06-Jan-99,21.5,1,선불,CAT 100,이탈,ASAD90,4
K104510,남,38,09-Nov-96,47.766667,2,선불,CAT 100,유지,ASAD170,1
K104520,남,28,11-Apr-98,30.5,0,선불,CAT 100,유지,ASAD90,5
K104530,남,33,15-Feb-96,56.7,6,선불,CAT 100,이탈,ASAD90,4
K104540,남,56,09-Oct-98,24.466667,0,선불,CAT 100,유지,S50,
K104550,남,33,18-Nov-99,10.966667,3,선불,CAT 100,이탈,ASAD90,4
K104560,여,52,06-Mar-96,56.033333,0,선불,CAT 100,유지,S50,5
K104570,여,27,24-Dec-96,46.266667,0,선불,CAT 100,이탈,ASAD170,2
K104580,남,52,01-Mar-98,31.866667,0,선불,CAT 100,유지,S50,1
K104590,남,51,31-Dec-98,21.7,2,선불,CAT 100,유지,S80,1
K104600,남,67,02-May-98,29.8,1,선불,CAT 100,유지,S50,3
K104610,남,38,18-Jul-96,51.566667,1,선불,CAT 100,유지,S80,
K104620,남,57,08-Dec-96,46.8,2,선불,CAT 100,이탈,S80,2
K104630,여,45,26-Aug-99,13.766667,1,선불,CAT 100,유지,ASAD170,2
K104640,여,29,16-Feb-98,32.3,2,선불,CAT 100,이탈,S80,3
K104650,남,45,24-Feb-99,19.866667,1,선불,CAT 100,유지,S50,2
K104660,여,31,10-Jun-97,40.666667,0,선불,CAT 100,유지,S80,1
K104670,남,46,22-Aug-97,38.233333,1,선불,CAT 100,유지,S50,1
K104680,여,33,26-May-96,53.333333,0,선불,CAT 100,이탈,ASAD90,3
K104690,여,48,06-Nov-96,47.866667,1,선불,CAT 100,유지,S50,3
K104700,여,27,15-Feb-97,44.5,3,선불,CAT 100,유지,S50,2
K104710,여,51,15-Oct-99,12.1,1,선불,CAT 100,이탈,ASAD90,2
K104720,남,39,26-Sep-98,24.9,5,선불,CAT 100,유지,S80,2
K104730,여,27,28-Dec-97,33.966667,2,선불,CAT 100,유지,ASAD170,
K104740,남,30,11-Oct-96,48.733333,0,선불,CAT 100,유지,S80,3
K104750,여,59,16-Jun-98,28.3,9,선불,CAT 100,이탈,ASAD90,2
K104760,남,29,04-Apr-97,42.9,2,선불,CAT 100,유지,ASAD170,4
K104770,여,56,02-Dec-97,34.833333,8,선불,CAT 100,이탈,ASAD90,2
K104780,여,52,17-Oct-97,36.366667,1,선불,CAT 100,유지,S50,5
K104790,남,53,06-Nov-99,11.366667,0,선불,CAT 100,이탈,ASAD90,5
K104800,여,34,15-Sep-96,49.6,1,선불,CAT 100,유지,S80,1
K104810,남,53,05-Sep-99,13.433333,0,선불,CAT 100,유지,S80,2
K104820,여,28,28-May-98,28.933333,1,선불,CAT 100,유지,S50,2
K104830,남,63,07-Mar-99,19.5,2,선불,CAT 100,유지,S80,
K104840,남,39,03-Oct-99,12.5,1,선불,CAT 100,유지,S80,2
K104850,여,34,05-Jul-98,27.666667,1,선불,CAT 100,유지,S50,5
K104860,여,45,17-Mar-98,31.333333,2,선불,CAT 100,유지,S50,2
K104870,남,47,20-Nov-98,23.066667,1,선불,CAT 100,유지,ASAD170,4
K104880,남,28,23-Dec-99,9.8,6,선불,CAT 100,이탈,ASAD90,5
K104890,남,28,22-Nov-99,10.833333,2,선불,CAT 100,유지,ASAD170,2
K104900,남,46,10-Feb-98,32.5,0,선불,CAT 100,유지,S50,2
K104910,남,33,19-Dec-99,9.933333,0,선불,CAT 100,유지,S80,2
K104920,여,38,28-Apr-97,42.1,8,선불,CAT 100,유지,ASAD170,1
K104930,여,40,01-Nov-97,35.866667,2,선불,CAT 100,유지,ASAD170,2
K104940,남,31,27-Mar-97,43.166667,1,선불,CAT 100,유지,S50,2
K104950,여,27,17-Jun-98,28.266667,0,선불,CAT 100,유지,ASAD170,4
K104960,남,30,28-Nov-97,34.966667,2,선불,CAT 100,유지,S80,4
K104970,남,50,03-Dec-99,10.466667,9,선불,CAT 100,유지,ASAD170,1
K104980,남,48,13-Jan-98,33.433333,1,선불,CAT 100,유지,S50,2
K104990,남,41,31-Mar-99,18.7,1,선불,CAT 100,유지,S50,5
K105000,남,66,11-Dec-98,22.366667,7,선불,CAT 100,이탈,ASAD90,4
K105010,남,36,31-Dec-96,46.033333,2,선불,CAT 100,유지,ASAD170,1
K105020,남,31,21-May-99,17,8,선불,CAT 100,유지,S80,2
K105030,남,72,13-Jul-98,27.4,1,선불,CAT 100,유지,S50,
K105040,여,41,28-Dec-96,46.133333,2,선불,CAT 100,유지,ASAD170,
K105050,여,40,06-Oct-99,12.4,4,선불,CAT 100,유지,S80,4
K105060,남,52,13-Nov-99,11.133333,6,선불,CAT 100,유지,ASAD170,5
K105070,여,47,08-Sep-99,13.333333,0,선불,CAT 100,유지,S50,3
K105080,여,32,15-Mar-98,31.4,10,선불,CAT 100,이탈,ASAD90,1
K105090,남,37,27-Aug-97,38.066667,1,선불,CAT 100,이탈,S80,3
K105100,남,65,28-Jun-99,15.733333,2,선불,CAT 100,유지,S50,1
K105110,여,31,08-Jun-99,16.4,0,선불,CAT 100,유지,ASAD90,2
K105120,여,41,25-Oct-98,23.933333,2,선불,CAT 100,유지,S50,3
K105130,여,32,28-Nov-97,34.966667,2,선불,CAT 100,유지,S50,3
K105140,여,27,21-Aug-96,50.433333,8,선불,CAT 100,유지,S80,3
K105150,여,37,19-Aug-99,14,2,선불,CAT 100,이탈,ASAD90,5
K105160,남,44,05-Oct-98,24.6,1,선불,CAT 100,유지,S50,1
K105170,남,32,01-Oct-96,49.066667,2,선불,CAT 100,유지,S80,2
K105180,남,35,03-May-97,41.933333,0,선불,CAT 100,유지,S80,2
K105190,남,33,08-Mar-99,19.466667,1,선불,CAT 100,유지,ASAD170,5
K105200,여,35,23-Oct-98,24,0,선불,CAT 100,이탈,ASAD90,
K105210,여,44,02-May-98,29.8,2,선불,CAT 100,이탈,ASAD90,4
K105220,남,34,23-Aug-99,13.866667,3,선불,CAT 100,유지,ASAD170,2
K105230,여,55,22-May-98,29.133333,10,선불,CAT 100,이탈,ASAD90,
K105240,여,33,24-Feb-99,19.866667,1,선불,CAT 100,유지,S80,3
K105250,남,46,18-Oct-99,12,0,선불,CAT 100,이탈,ASAD90,5
K105260,남,30,28-Oct-99,11.666667,1,선불,CAT 100,유지,S80,
K105270,여,54,15-Nov-96,47.566667,1,선불,CAT 100,유지,ASAD170,5
K105280,남,31,15-Jan-96,57.733333,0,선불,CAT 100,이탈,S80,4
K105290,남,32,25-Oct-96,48.266667,0,선불,CAT 100,유지,S50,2
K105300,남,44,11-Nov-98,23.366667,0,선불,CAT 100,이탈,ASAD90,5
K105310,남,40,03-Jul-98,27.733333,2,선불,CAT 100,이탈,ASAD90,5
K105320,남,27,18-Feb-97,44.4,0,선불,CAT 100,유지,S80,
K105330,여,42,24-Sep-97,37.133333,2,선불,CAT 100,유지,S50,5
K105340,남,49,21-Sep-98,25.066667,2,선불,CAT 100,유지,S80,5
K105350,여,32,15-Jul-99,15.166667,2,선불,CAT 100,유지,ASAD170,1
K105360,여,36,05-Nov-98,23.566667,2,선불,CAT 100,이탈,ASAD90,3
K105370,남,30,05-Oct-96,48.933333,2,선불,CAT 100,이탈,ASAD90,2
K105380,남,54,02-May-99,17.633333,2,선불,CAT 100,유지,ASAD170,4
K105390,여,51,23-Oct-97,36.166667,7,선불,CAT 100,유지,ASAD170,5
K105400,남,61,13-Aug-96,50.7,1,선불,CAT 100,이탈,ASAD90,3
K105410,여,36,07-Feb-98,32.6,0,선불,CAT 100,유지,S80,2
K105420,남,27,26-Mar-99,18.866667,0,선불,CAT 100,유지,ASAD170,4
K105430,여,34,09-Jun-98,28.533333,0,선불,CAT 100,이탈,ASAD90,4
K105440,여,26,07-Jan-99,21.466667,1,선불,CAT 100,이탈,ASAD90,5
K105450,여,35,27-Jul-98,26.933333,9,선불,CAT 100,유지,ASAD170,5
K105460,남,39,04-Mar-99,19.6,2,선불,CAT 100,이탈,ASAD90,5
K105470,여,60,25-Nov-97,35.066667,2,선불,CAT 100,유지,S80,1
K105480,여,52,21-Apr-99,18,0,선불,CAT 100,유지,ASAD170,4
K105490,여,42,03-Oct-96,49,6,선불,CAT 100,유지,S80,
K105500,여,52,23-May-99,16.933333,2,선불,CAT 100,이탈,ASAD90,2
K105510,여,38,04-Feb-96,57.066667,0,선불,CAT 100,유지,S80,1
K105520,여,64,08-Aug-97,38.7,1,선불,CAT 100,유지,ASAD170,5
K105530,남,51,20-Sep-96,49.433333,3,선불,CAT 100,유지,S80,2
K105540,남,26,18-Sep-98,25.166667,9,선불,CAT 100,유지,S50,1
K105550,여,34,14-Dec-99,10.1,0,선불,CAT 100,유지,S80,2
K105560,남,30,21-Oct-99,11.9,1,선불,CAT 100,이탈,ASAD90,1
K105570,여,65,28-May-98,28.933333,6,선불,CAT 100,유지,S50,5
K105580,여,37,03-Dec-96,46.966667,2,선불,CAT 100,유지,S80,4
K105590,남,34,18-Apr-98,30.266667,0,선불,CAT 100,유지,ASAD170,5
K105600,여,29,06-Feb-96,57,2,선불,CAT 100,유지,S80,3
K105610,남,29,08-Jan-97,45.766667,1,선불,CAT 100,유지,S50,1
K105620,여,43,10-Nov-99,11.233333,2,선불,CAT 100,유지,S50,2
K105630,여,60,04-Jun-99,16.533333,1,선불,CAT 100,유지,S80,2
K105640,남,46,13-Oct-97,36.5,0,선불,CAT 100,이탈,ASAD90,3
K105650,여,30,19-Sep-98,25.133333,0,선불,CAT 100,유지,S50,1
K105660,남,48,20-Mar-98,31.233333,11,선불,CAT 100,이탈,ASAD90,1
K105670,남,42,08-May-96,53.933333,0,선불,CAT 100,유지,ASAD170,1
K105680,남,31,31-Dec-96,46.033333,0,선불,CAT 100,이탈,ASAD90,3
K105690,남,36,07-Oct-98,24.533333,1,선불,CAT 100,유지,ASAD170,5
K105700,남,33,25-Sep-97,37.1,2,선불,CAT 100,유지,ASAD170,3
K105710,여,70,23-Apr-99,17.933333,8,선불,CAT 100,이탈,ASAD90,2
K105720,여,28,10-Jan-98,33.533333,2,선불,CAT 100,이탈,ASAD90,2
K105730,남,45,03-Dec-98,22.633333,7,선불,CAT 100,이탈,ASAD90,5
K105740,남,26,27-Jun-97,40.1,1,선불,CAT 100,이탈,ASAD90,2
K105750,남,38,04-Apr-97,42.9,1,선불,CAT 100,유지,S80,5
K105760,여,38,25-Jul-98,27,0,선불,CAT 100,유지,S80,
K105770,여,49,08-Feb-97,44.733333,2,선불,CAT 100,유지,S80,3
K105780,남,32,31-Jan-98,32.833333,2,선불,CAT 100,이탈,ASAD90,5
K105790,남,37,26-Oct-97,36.066667,1,선불,CAT 100,유지,S80,5
K105800,남,30,04-Apr-97,42.9,0,선불,CAT 100,유지,ASAD170,1
K105810,여,26,31-Mar-98,30.866667,1,선불,CAT 100,유지,ASAD170,1
K105820,남,27,25-Jul-97,39.166667,1,선불,CAT 100,유지,S80,2
K105830,여,30,28-Oct-99,11.666667,0,선불,CAT 100,유지,S50,2
K105840,남,31,19-Feb-97,44.366667,0,선불,CAT 100,이탈,ASAD90,3
K105850,여,33,13-Oct-98,24.333333,1,선불,CAT 100,유지,ASAD170,3
K105860,여,34,26-Apr-96,54.333333,6,선불,CAT 100,유지,ASAD170,5
K105870,남,30,25-Dec-99,9.733333,11,선불,CAT 100,유지,S80,3
K105880,여,30,21-Jan-97,45.333333,2,선불,CAT 100,유지,ASAD170,1
K105890,남,31,11-Sep-97,37.566667,1,선불,CAT 100,이탈,ASAD90,3
K105900,남,47,20-Mar-97,43.4,1,선불,CAT 100,유지,ASAD170,3
K105910,여,29,11-May-99,17.333333,0,선불,CAT 100,유지,S50,3
K105920,남,33,14-Jun-98,28.366667,1,선불,CAT 100,유지,S50,1
K105930,남,31,26-Jul-96,51.3,11,선불,CAT 100,유지,S50,4
K105940,여,27,26-Jun-98,27.966667,4,선불,CAT 100,유지,S80,2
K105950,남,29,31-Oct-97,35.9,0,선불,CAT 100,유지,ASAD170,1
K105960,남,32,18-Jul-99,15.066667,0,선불,CAT 100,유지,ASAD170,1
K105970,남,39,24-Mar-97,43.266667,0,선불,CAT 100,유지,S80,5
K105980,남,29,09-Feb-99,20.366667,0,선불,CAT 100,유지,S80,2
K105990,여,31,12-Dec-96,46.666667,1,선불,CAT 100,유지,S80,1
K106000,남,46,10-Jan-99,21.366667,0,선불,CAT 100,유지,ASAD170,
K106010,여,30,09-Jun-99,16.366667,1,선불,CAT 100,유지,S50,4
K106020,여,29,15-Jul-99,15.166667,4,선불,CAT 100,유지,ASAD170,2
K106030,여,28,16-Mar-98,31.366667,0,선불,CAT 100,유지,ASAD170,5
K106040,여,36,27-Aug-98,25.9,2,선불,CAT 100,유지,ASAD170,2
K106050,남,26,18-Aug-98,26.2,2,선불,CAT 100,이탈,ASAD90,3
K106060,여,33,02-Apr-98,30.8,6,선불,CAT 100,이탈,S50,2
K106070,여,43,17-Oct-97,36.366667,0,선불,CAT 100,유지,S50,2
K106080,남,40,23-Sep-97,37.166667,11,선불,CAT 100,유지,S80,5
K106090,남,33,23-Sep-96,49.333333,5,선불,CAT 100,이탈,ASAD90,3
K106100,여,27,12-Apr-96,54.8,10,선불,CAT 100,이탈,S50,
K106110,남,28,12-Nov-96,47.666667,0,선불,CAT 100,유지,S50,3
K106120,남,33,22-Jun-99,15.933333,10,선불,CAT 100,유지,S50,4
K106130,여,36,08-Jun-96,52.9,2,선불,CAT 100,유지,S80,4
K106140,남,43,14-Jan-99,21.233333,7,선불,CAT 100,유지,S80,2
K106150,남,33,07-Sep-99,13.366667,2,선불,CAT 100,유지,ASAD170,2
K106160,여,28,27-Jun-97,40.1,2,선불,CAT 100,유지,ASAD170,4
K106170,남,27,26-Nov-98,22.866667,2,선불,CAT 100,유지,S80,3
K106180,남,44,26-Aug-99,13.766667,3,선불,CAT 100,유지,S80,3
K106190,남,68,31-Jul-98,26.8,2,선불,CAT 100,유지,S50,1
K106200,남,50,18-Aug-99,14.033333,0,선불,CAT 100,유지,S80,1
K106210,여,30,16-Feb-98,32.3,6,선불,CAT 100,유지,ASAD170,4
K106220,여,29,05-Jul-96,52,0,선불,CAT 100,이탈,ASAD90,4
K106230,여,45,15-Mar-98,31.4,1,선불,CAT 100,유지,S50,1
K106240,여,43,04-Mar-96,56.1,11,선불,CAT 100,유지,S80,5
K106250,여,40,11-Apr-99,18.333333,0,선불,CAT 100,이탈,ASAD90,4
K106260,남,43,09-Feb-98,32.533333,2,선불,CAT 100,유지,S50,
K106270,남,27,20-Jul-97,39.333333,2,선불,CAT 100,유지,ASAD170,1
K106280,여,29,22-Aug-98,26.066667,0,선불,CAT 100,이탈,ASAD90,3
K106290,남,38,26-Oct-98,23.9,1,선불,CAT 100,유지,S80,1
K106300,남,34,08-Nov-98,23.466667,9,선불,CAT 100,유지,S50,4
K106310,남,30,03-Jan-97,45.933333,0,선불,CAT 100,유지,ASAD90,4
K106320,남,48,24-Apr-99,17.9,0,선불,CAT 100,유지,S80,5
K106330,여,35,19-Nov-96,47.433333,1,선불,CAT 100,이탈,ASAD90,2
K106340,남,36,13-Nov-97,35.466667,2,선불,CAT 100,이탈,ASAD90,3
K106350,남,36,10-Apr-96,54.866667,2,선불,CAT 100,유지,ASAD170,5
K106360,남,31,04-Aug-96,51,0,선불,CAT 100,유지,S80,3
K106370,남,27,06-Sep-99,13.4,0,선불,CAT 100,유지,ASAD90,2
K106380,남,42,20-Sep-98,25.1,1,선불,CAT 100,이탈,S50,3
K106390,남,63,03-Feb-99,20.566667,10,선불,CAT 100,유지,S80,5
K106400,여,34,22-Sep-98,25.033333,2,선불,CAT 100,유지,ASAD170,2
K106410,여,27,08-Jul-96,51.9,1,선불,CAT 100,유지,ASAD170,
K106420,여,28,26-Jan-97,45.166667,2,선불,CAT 100,유지,ASAD170,4
K106430,남,38,05-Mar-96,56.066667,0,선불,CAT 100,유지,ASAD170,3
K106440,여,40,15-Oct-99,12.1,0,선불,CAT 100,유지,S50,2
K106450,여,31,17-Nov-97,35.333333,2,선불,CAT 100,유지,S80,2
K106460,남,41,22-Aug-98,26.066667,0,선불,CAT 100,이탈,ASAD90,1
K106470,남,30,23-May-98,29.1,0,선불,CAT 100,유지,S80,4
K106480,남,60,12-Feb-99,20.266667,1,선불,CAT 100,유지,S80,2
K106490,남,28,09-Jul-96,51.866667,0,선불,CAT 100,유지,S50,1
K106500,여,74,10-Nov-96,47.733333,1,선불,CAT 100,이탈,ASAD90,4
K106510,남,32,20-Apr-97,42.366667,0,선불,CAT 100,유지,S80,4
K106520,여,30,01-Jul-99,15.633333,2,선불,CAT 100,이탈,ASAD90,4
K106530,여,42,06-Sep-96,49.9,1,선불,CAT 100,유지,ASAD170,4
K106540,여,30,09-Feb-96,56.9,7,선불,CAT 100,유지,S50,4
K106550,남,31,24-Jun-96,52.366667,0,선불,CAT 100,유지,S80,2
K106560,남,36,24-May-97,41.233333,0,선불,CAT 100,유지,S50,4
K106570,여,43,10-Nov-99,11.233333,0,선불,CAT 100,유지,S50,3
K106580,남,32,22-Feb-99,19.933333,1,선불,CAT 100,이탈,ASAD90,1
K106590,여,37,25-Nov-97,35.066667,8,선불,CAT 100,이탈,ASAD90,5
K106600,여,63,18-Oct-96,48.5,1,선불,CAT 100,이탈,ASAD170,3
K106610,남,33,10-May-98,29.533333,2,선불,CAT 100,유지,ASAD170,1
K106620,여,34,26-Sep-99,12.733333,0,선불,CAT 100,유지,ASAD170,4
K106630,여,38,21-May-98,29.166667,2,선불,CAT 100,유지,S50,5
K106640,남,42,15-Oct-98,24.266667,2,선불,CAT 100,유지,ASAD170,4
K106650,여,69,09-Jan-96,57.933333,10,선불,CAT 100,이탈,ASAD90,5
K106660,여,27,24-Aug-96,50.333333,1,선불,CAT 100,유지,S50,3
K106670,여,35,17-Aug-98,26.233333,7,선불,CAT 100,이탈,ASAD90,3
K106680,여,40,02-Mar-99,19.666667,2,선불,CAT 100,이탈,ASAD90,2
K106690,남,32,18-May-98,29.266667,2,선불,CAT 100,유지,ASAD170,1
K106700,여,47,03-Feb-99,20.566667,1,선불,CAT 100,이탈,ASAD170,1
K106710,여,28,19-Jul-96,51.533333,1,선불,CAT 100,이탈,ASAD90,2
K106720,남,64,02-Jan-99,21.633333,0,선불,CAT 100,유지,S50,5
K106730,여,38,27-May-99,16.8,1,선불,CAT 100,유지,ASAD170,2
